id,function,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,RHS
44,const.,0.377156512,0.293713727,0.658367697,0.375595582,0.319839673,0.030420671,0.182546933,0.444255229,0.520541549,0.475735524,0.20845802,0.874804109,0.10294678,0.093494986,0.273663739,0.045918187,0.705937178,0.606514864,0.563406925,0.702747027,0.579904989,0.914651189,0.942059995,0.519691413,0.198293321,0.325027532,0.005542018,0.472292034,0.556748039,0.684013436,0.558340235,0.151724855,0.646048466,0.678508582,0.884132238,0.672434201,0.839001411,0.792853354,0.447316799,0.9598438,0.130234114,0.355631953,0.850566276,0.388972887,0.384127582,0.286096434,0.618628472,0.291779767,0.200348947,0.793936889,0.08128768,0.581089999,0.256997718,0.542284695,0.460581547,0.449708286,0.478543279,0.114753177,0.656154129,0.568818886,0.68810176,0.024149496,0.09648222,0.119685624,0.742249006,0.77478112,0.951614185,0.550203049,0.372808118,0.07581653,0.744732485,0.254962876,0.213487644,0.773923538,0.016872611,0.736312981,0.027518092,0.614056054,0.982619704,0.581077136,0.197949911,0.58638983,0.813685319,0.746401525,0.513414741,0.542997142,0.542421451,0.581311767,0.969443027,0.954860571,0.626011259,0.127507495,0.737948363,0.984526666,0.886151186,0.947632062,0.895978058,0.001643259,0.838694402,0.135206012,250.7333191
45,const.,0.59315066,0.86853966,0.747470429,0.477465803,0.027154378,0.196210236,0.27648503,0.963362169,0.273398775,0.722565929,0.129383456,0.866875525,0.774559595,0.35197384,0.841405664,0.279061676,0.018981537,0.940347499,0.611989815,0.26245936,0.362231156,0.314062568,0.653218383,0.061235273,0.345195273,0.747657044,0.111330793,0.55721845,0.010115678,0.291049339,0.655986404,0.027188836,0.665616156,0.021977607,0.142073283,0.770181087,0.119949448,0.213833522,0.217422588,0.640176699,0.437104099,0.490562429,0.334548067,0.171354736,0.343788874,0.642236872,0.43595655,0.25302492,0.870186329,0.91070065,0.875964724,0.88242557,0.845419029,0.611863298,0.402098009,0.945158442,0.469158204,0.942892147,0.221400489,0.971113786,0.605225748,0.993908131,0.754443056,0.568457448,0.14154493,0.870340239,0.139882727,0.068698307,0.440511942,0.593143876,0.429424172,0.63344907,0.104621899,0.477100746,0.659394608,0.46309346,0.961739697,0.194063422,0.567375537,0.847731049,0.721174016,0.661669002,0.898712791,0.482633957,0.768455258,0.991875744,0.388939378,0.98105814,0.066363087,0.627078019,0.43811472,0.212741881,0.641269245,0.316342002,0.228356061,0.593682603,0.624424016,0.383597042,0.734249434,0.263082481,253.7274339
46,const.,0.030859468,0.794852641,0.993332347,0.62981156,0.618769763,0.528526934,0.25091663,0.616098686,0.486688056,0.689505159,0.054126575,0.538582748,0.482207615,0.326288969,0.522193472,0.984253199,0.187294912,0.857539296,0.815757949,0.778027928,0.884933741,0.388808932,0.300573133,0.980044586,0.933773163,0.742091339,0.068681741,0.866400748,0.518257978,0.182374053,0.34718062,0.712778853,0.766293499,0.285394795,0.796712127,0.152005618,0.032506981,0.784963935,0.882461047,0.255347333,0.068229031,0.839552201,0.449798251,0.43651423,0.643150315,0.018405528,0.462962119,0.805284823,0.097691339,0.050459777,0.620928551,0.792589817,0.274626749,0.149220277,0.871864565,0.096188251,0.32985899,0.48874982,0.031816096,0.595035551,0.46031384,0.723465772,0.406048074,0.47628748,0.672095053,0.675467649,0.669685578,0.703846641,0.765833168,0.322707856,0.415549087,0.566852674,0.586258615,0.642761819,0.723086566,0.050230825,0.81571367,0.630369674,0.471342748,0.116246002,0.200897023,0.453210717,0.849384423,0.644371526,0.303230767,0.029900016,0.392895335,0.314512596,0.906706336,0.816578399,0.733197317,0.651747031,0.598681456,0.205838185,0.353395117,0.292357784,0.060448928,0.945482349,0.232650368,0.456067268,252.6293007
47,const.,0.336632795,0.777307409,0.515004539,0.597201598,0.041957192,0.074317495,0.338503568,0.130215343,0.371051287,0.573622908,0.909152379,0.114701731,0.269821957,0.516381674,0.530081946,0.504567016,0.251424328,0.118292816,0.172614498,0.191550961,0.458096845,0.004047024,0.653421359,0.362583592,0.438159536,0.010425597,0.928430932,0.07434958,0.116278539,0.407804078,0.643130287,0.15576359,0.26180538,0.217506434,0.739481216,0.073521757,0.635743849,0.056290252,0.436781997,0.172267643,0.351010029,0.63057317,0.458758212,0.403923033,0.466491471,0.446576857,0.538110642,0.751351204,0.546438857,0.707732596,0.07908808,0.730758827,0.992203016,0.96480193,0.024310642,0.597098186,0.287214702,0.268200836,0.906637756,0.865532596,0.21694409,0.562991528,0.970392445,0.429284087,0.327344252,0.417825946,0.716643534,0.032106477,0.446874693,0.102800262,0.690257181,0.955035019,0.592881622,0.349426832,0.406386384,0.273192283,0.942273244,0.563370818,0.858846238,0.325971385,0.919469815,0.670084326,0.209388584,0.219531637,0.703775599,0.88719996,0.13369521,0.568550944,0.234907446,0.417478531,0.234653936,0.125315649,0.407789756,0.863860189,0.557911469,0.496518094,0.220119485,0.179983563,0.222705753,0.765090864,222.0799235
48,const.,0.087849872,0.581455313,0.766755843,0.88263105,0.733418172,0.416162331,0.672677557,0.953838664,0.478735285,0.44423652,0.008344855,0.203674043,0.60991267,0.976508388,0.506097632,0.296817134,0.196584356,0.875028402,0.154101488,0.806529283,0.789156033,0.80213616,0.944321089,0.46168907,0.817064501,0.660244123,0.038380148,0.899731317,0.661997271,0.275284201,0.541524231,0.098868447,0.974942678,0.362975316,0.060092929,0.749396108,0.121536241,0.756553127,0.44740711,0.431830888,0.753229644,0.393866553,0.051868187,0.942325798,0.332885792,0.330767849,0.435683809,0.119354132,0.265838391,0.109733645,0.493488103,0.117916367,0.178075624,0.76195934,0.06174236,0.059642659,0.279155542,0.516648205,0.868027732,0.768479379,0.878583479,0.547052674,0.285631376,0.296655983,0.654477596,0.734784911,0.647778876,0.413899765,0.084850489,0.927288275,0.33980261,0.860101349,0.760206615,0.159140272,0.793336999,0.250080979,0.576383599,0.94945521,0.37755951,0.019762381,0.198169278,0.243890717,0.641183099,0.271600528,0.004187285,0.745513135,0.072917865,0.253806632,0.304533874,0.173486831,0.141072874,0.137548787,0.947837423,0.753693542,0.289434247,0.566423672,0.841808693,0.639439318,0.004943162,0.780095224,239.7779905
49,const.,0.2156097,0.208388199,0.767468988,0.478328499,0.326417531,0.426213365,0.721192164,0.520324401,0.144489155,0.192488397,0.825839811,0.011333466,0.892993106,0.388659916,0.794197976,0.149580239,0.258078351,0.671433059,0.832215519,0.680583953,0.206473268,0.110511328,0.617205588,0.113172553,0.398941856,0.850068663,0.84181465,0.337529666,0.738162685,0.042086628,0.158838056,0.851921873,0.337327191,0.455097093,0.992507873,0.373192138,0.271165041,0.78792963,0.698622183,0.745465221,0.420833581,0.508548623,0.441054366,0.951096572,0.793872474,0.979681412,0.012964026,0.07265756,0.940993991,0.27098278,0.204737644,0.93470659,0.246675129,0.186843662,0.559274873,0.142103394,0.912648942,0.578442456,0.863829993,0.737415937,0.156933468,0.605398366,0.093524279,0.033390823,0.751138212,0.93233664,0.429994002,0.50760485,0.707907454,0.083469957,0.262090034,0.440693873,0.192016064,0.215338801,0.791884908,0.456747832,0.698541978,0.611295616,0.384555874,0.205182122,0.719418607,0.626368987,0.984883382,0.094445191,0.160048363,0.707460319,0.196846882,0.743641502,0.843529581,0.484317968,0.757059815,0.087960574,0.709743441,0.492857499,0.955646811,0.616610958,0.763971155,0.26704159,0.772216189,0.766053005,252.5169998
50,const.,0.594056626,0.070964246,0.368468779,0.632130878,0.313954045,0.514740833,0.919978897,0.450929263,0.421607002,0.709532759,0.59985692,0.896944262,0.601022546,0.472230731,0.957880031,0.579766837,0.623102965,0.609455983,0.143720221,0.615100171,0.074695541,0.490266485,0.789552423,0.755876222,0.91123034,0.175070235,0.46401895,0.322787263,0.919199703,0.271573346,0.272799084,0.621684568,0.806102975,0.54068201,0.990470023,0.572277122,0.621635453,0.784985369,0.738646933,0.797530228,0.504698405,0.597674702,0.884564388,0.004109775,0.638224496,0.855014022,0.783521911,0.054477142,0.315635147,0.12819292,0.678143805,0.144737828,0.130716571,0.762420215,0.103684278,0.785722677,0.246421911,0.306249127,0.66516854,0.879704739,0.15861136,0.346240987,0.672166038,0.535435096,0.758027742,0.049973337,0.651605647,0.155490538,0.568026547,0.198841778,0.898510936,0.524779381,0.18247318,0.279211761,0.315358944,0.767257491,0.701316348,0.873090084,0.62200111,0.768300886,0.633775953,0.203671945,0.443745115,0.51335929,0.582185884,0.52278954,0.767368505,0.553116719,0.61368587,0.581379968,0.575147445,0.036231729,0.54040429,0.016009035,0.292278054,0.045435655,0.368311513,0.919819695,0.051251556,0.307789171,255.400435
51,const.,0.17567097,0.090147157,0.282297427,0.175773327,0.672925937,0.524420829,0.812523348,0.400996677,0.174918319,0.375540862,0.753863924,0.906589919,0.338701386,0.943556566,0.936895185,0.526247104,0.861078114,0.710859554,0.527054273,0.869578864,0.179808802,0.018021781,0.192890024,0.501746396,0.555340229,0.82805816,0.710707311,0.949887255,0.096875332,0.964261929,0.180698005,0.900466905,0.802640608,0.000227073,0.56515535,0.012197314,0.558190507,0.737388201,0.290155132,0.528339788,0.100609057,0.905698982,0.12152489,0.020252818,0.365339233,0.182032007,0.244402733,0.176338316,0.1347289,0.291311829,0.368806794,0.153458274,0.408370283,0.489651557,0.087293139,0.230819247,0.530500241,0.492675256,0.992556001,0.909158137,0.139375925,0.493992303,0.347104198,0.789642279,0.291841405,0.270739219,0.780929494,0.739220226,0.024018555,0.45623404,0.489041659,0.536115422,0.096316627,0.800027712,0.959939332,0.621507922,0.444137915,0.478013534,0.137607601,0.788351734,0.513998319,0.038232313,0.318386203,0.454654077,0.836619399,0.019815741,0.327655867,0.344821827,0.414257932,0.176975131,0.675914307,0.371181827,0.714765457,0.707509372,0.872686408,0.803232086,0.277617426,0.553441287,0.769140191,0.92205216,238.1766898
52,const.,0.483318212,0.497340315,0.613674093,0.477279666,0.605707789,0.199194746,0.248671857,0.982604108,0.443292496,0.549304999,0.501785622,0.544064522,0.240383878,0.083219868,0.248588715,0.105922894,0.907914979,0.235713524,0.050861401,0.291861851,0.860121362,0.696485256,0.923679798,0.89097361,0.091038752,0.895600531,0.565673914,0.030273542,0.403252595,0.268567696,0.079036735,0.60569068,0.333856283,0.009963023,0.176849509,0.549369285,0.298730842,0.72781324,0.173858167,0.938011561,0.0449934,0.013019001,0.717669212,0.071848353,0.02339904,0.417509752,0.193726426,0.258044095,0.074378125,0.842936766,0.056489681,0.328416087,0.28418163,0.292524222,0.937606712,0.179071303,0.735523298,0.019781816,0.91201619,0.293981259,0.134573416,0.688609891,0.210334732,0.093213219,0.063181256,0.664026646,0.763620146,0.834650341,0.698082026,0.046641043,0.699222955,0.091261864,0.991548267,0.098865083,0.465445672,0.162743327,0.773385514,0.253619138,0.259570793,0.759238629,0.590390664,0.914809102,0.643698135,0.659368095,0.849620418,0.991810541,0.262414883,0.098823079,0.851522936,0.348710547,0.496549781,0.118218672,0.983194248,0.863703401,0.964867931,0.048917159,0.726584795,0.320276647,0.116948995,0.584708861,223.5682057
53,const.,0.12456389,0.940270751,0.849766957,0.938823997,0.191940653,0.026644485,0.089571952,0.355175673,0.739769193,0.581738838,0.597866014,0.793986957,0.751654311,0.155886902,0.680330864,0.049757575,0.422451627,0.494362164,0.380144578,0.762470164,0.969950094,0.907097581,0.304455668,0.305273494,0.315149013,0.287141261,0.821772566,0.174371743,0.983902535,0.012247263,0.400699418,0.467851791,0.584942588,0.268645962,0.419181065,0.464745826,0.286918415,0.28648601,0.937941249,0.341692309,0.094705054,0.57467591,0.412852168,0.902364834,0.434908165,0.079622568,0.941078257,0.620677537,0.339503479,0.527137121,0.010612176,0.454496488,0.05630508,0.927385222,0.294694521,0.462987536,0.606983195,0.151711967,0.902580943,0.372859363,0.384039375,0.664124486,0.223283264,0.68401612,0.455759654,0.06945931,0.015127352,0.967566906,0.457259236,0.656458501,0.735172278,0.668230759,0.38714773,0.862453062,0.355347931,0.668141456,0.461729322,0.220746231,0.939248972,0.328823285,0.20861435,0.909482826,0.42414955,0.645118711,0.926093573,0.564462135,0.439721219,0.159843231,0.374589597,0.235639936,0.618317536,0.937480296,0.36803326,0.453274951,0.264022514,0.473372854,0.512022731,0.524894835,0.483332979,0.009720091,241.8605369
54,const.,0.526543558,0.894330636,0.686481726,0.663395121,0.486409293,0.470715591,0.845754827,0.058328051,0.214317754,0.501365383,0.967376364,0.308496354,0.436181407,0.803656947,0.649000619,0.21547055,0.181295221,0.020733467,0.780499629,0.666782803,0.835597317,0.749594964,0.545821594,0.836487827,0.329306992,0.94079,0.937817683,0.426254376,0.377242027,0.950510923,0.124128151,0.30272289,0.024442626,0.145375591,0.284459798,0.171139294,0.003882634,0.527360921,0.084298851,0.263950394,0.366791221,0.233231161,0.740484818,0.596922576,0.191968117,0.754116035,0.591407124,0.736221308,0.79004323,0.275012391,0.082772777,0.42486409,0.777996249,0.964154818,0.891793757,0.351086621,0.908585784,0.278052583,0.499242478,0.451598666,0.078824107,0.93220853,0.269964585,0.468089012,0.341052331,0.727366303,0.554701186,0.556825351,0.053233996,0.171145533,0.424815542,0.179687397,0.726580073,0.501791143,0.749087444,0.949217942,0.841888621,0.389456634,0.617640513,0.288531996,0.335422109,0.06058303,0.906037778,0.463561976,0.9108458,0.421127629,0.497030724,0.447826328,0.353564645,0.757459261,0.791398604,0.437046933,0.875378,0.4047168,0.30334851,0.323388235,0.982106928,0.276971992,0.701029906,0.080343023,251.479812
55,const.,0.366632815,0.812819144,0.102668481,0.041814006,0.991737975,0.347889492,0.018499038,0.993212993,0.815840259,0.153096591,0.503024232,0.36359204,0.195511419,0.446501397,0.760869924,0.972217261,0.996480697,0.628132735,0.106791326,0.941901613,0.173939508,0.444535012,0.373149327,0.452125853,0.507023359,0.685308117,0.38911645,0.440825949,0.082136754,0.534663007,0.861510741,0.834002772,0.263710308,0.840199087,0.95030869,0.165460759,0.102393769,0.398781796,0.437898205,0.050258189,0.365504856,0.780060561,0.668361148,0.623850129,0.900795711,0.840351714,0.303640556,0.460993246,0.053275106,0.175607906,0.003357532,0.27286644,0.392298666,0.759250811,0.597705985,0.319071036,0.403073571,0.460984674,0.192978719,0.354966264,0.649758264,0.452984781,0.355068491,0.071231776,0.028581563,0.010601307,0.748127646,0.359640567,0.277265917,0.043526784,0.855465293,0.922592571,0.729703702,0.535997566,0.446023081,0.147689399,0.047298493,0.245947585,0.396505627,0.877834576,0.957733603,0.60899373,0.30213544,0.269600587,0.970115037,0.868136562,0.429328092,0.412836559,0.789591496,0.866982258,0.519389456,0.966116101,0.028120864,0.829912033,0.944348445,0.562596837,0.429940743,0.654493229,0.861062643,0.757177255,248.5301584
56,const.,0.939971051,0.336164854,0.942666053,0.488128063,0.746580114,0.913122344,0.692489836,0.942339691,0.445354927,0.733214715,0.836736489,0.532610391,0.673832568,0.979651033,0.330865248,0.923704232,0.764222737,0.932177305,0.630000279,0.910499534,0.482793402,0.58749876,0.84206418,0.685009308,0.249484721,0.735661696,0.919191022,0.226468867,0.222589189,0.697644266,0.353813132,0.962730094,0.796766246,0.098165112,0.625654831,0.848889005,0.086312655,0.991164971,0.80255245,0.17674986,0.804977974,0.691425675,0.284367805,0.806787009,0.477731143,0.376534165,0.658551115,0.387939022,0.768304825,0.241090304,0.752329445,0.478659398,0.882283847,0.206415793,0.223978665,0.954720491,0.04253188,0.229569227,0.660263328,0.850865854,0.648975365,0.392229965,0.905570242,0.71059949,0.241169411,0.055273333,0.789645042,0.0143373,0.977527688,0.005446499,0.823657869,0.904292821,0.757454126,0.281728651,0.219768315,0.224411919,0.646534258,0.931631363,0.787966795,0.714681677,0.201443672,0.879553431,0.408865032,0.135253991,0.266692611,0.083641073,0.975519534,0.157970495,0.298398555,0.629021765,0.997344706,0.913738448,0.499453251,0.896682586,0.20384603,0.567551024,0.688458788,0.34653042,0.332141045,0.879792111,291.2983145
57,const.,0.916528444,0.223939222,0.320729019,0.605652353,0.061878068,0.521504474,0.688442547,0.185824383,0.172400259,0.813560199,0.87540139,0.87744284,0.256277162,0.946134541,0.590321522,0.530119066,0.913937403,0.7791325,0.387276388,0.440149164,0.979937376,0.225590222,0.239954919,0.721545626,0.526080652,0.86000076,0.234447098,0.545368055,0.203300315,0.867067706,0.856528737,0.733267381,0.002407112,0.969128117,0.874315294,0.760609565,0.224490529,0.267421231,0.066015728,0.733881102,0.15578916,0.993842914,0.270467562,0.099330044,0.385723156,0.469065953,0.052466427,0.369175227,0.796840081,0.268374087,0.02490592,0.059008875,0.808646933,0.202163999,0.57879418,0.477970571,0.51557554,0.185594146,0.032049655,0.727811675,0.724076613,0.989684605,0.207760566,0.359396241,0.763982427,0.826766689,0.687481737,0.51203125,0.343419842,0.654015793,0.135176417,0.320035267,0.368759297,0.25845036,0.00994172,0.291521154,0.440894339,0.203947178,0.603579158,0.01936298,0.511183148,0.807789215,0.859221601,0.846482765,0.580299551,0.608966946,0.979614698,0.494669582,0.687199315,0.364754181,0.909997196,0.821937203,0.904817953,0.85321425,0.021855425,0.359109507,0.995181089,0.244104096,0.504186699,0.614225963,255.8034929
58,const.,0.672362974,0.086264635,0.535599247,0.624761421,0.853568868,0.18437598,0.941866273,0.05149176,0.873136845,0.941187135,0.323087052,0.019645419,0.23762164,0.03961109,0.549640049,0.810461415,0.863294213,0.998433384,0.526340775,0.879562223,0.585252214,0.919837004,0.239356696,0.164097129,0.91467513,0.70759801,0.336542243,0.082877741,0.567454048,0.623382271,0.758963239,0.169340701,0.542366987,0.19083638,0.524208278,0.368586436,0.206337647,0.727236795,0.181431324,0.590970588,0.214539966,0.310856423,0.814334666,0.364659184,0.483958718,0.55163286,0.104794815,0.674600713,0.259503424,0.545093794,0.472842347,0.219910509,0.106351163,0.139301955,0.04899013,0.919520918,0.861952601,0.735056786,0.304331844,0.513371778,0.858913793,0.589240497,0.702866664,0.184919992,0.056541181,0.920424357,0.344504773,0.633477083,0.29259293,0.352555857,0.205423393,0.529997529,0.474492014,0.424041725,0.239295533,0.23195602,0.306617033,0.938405491,0.877918439,0.788153423,0.509655996,0.105214135,0.888701885,0.225959814,0.386766414,0.932622388,0.464705633,0.705511328,0.232917552,0.093002258,0.078958733,0.082629488,0.659862487,0.796649552,0.037035146,0.475608289,0.432092631,0.515226391,0.315077906,0.020607138,234.8520537
59,const.,0.394216041,0.581095683,0.620034444,0.491612804,0.596794741,0.995553937,0.156038394,0.333361626,0.275748904,0.272123892,0.873644383,0.990678731,0.70261076,0.326215992,0.401604824,0.632553537,0.305169033,0.363182608,0.929952601,0.893172345,0.336258567,0.45504048,0.567032467,0.189909176,0.189676475,0.186037356,0.51632839,0.436840442,0.682131749,0.61929587,0.14171443,0.49762621,0.273439654,0.768491722,0.295528547,0.611430748,0.387466076,0.269757804,0.453627609,0.321295313,0.394696356,0.05164568,0.165783187,0.318182318,0.215395661,0.969859504,0.453759862,0.573900637,0.903537663,0.776233148,0.32757112,0.751443185,0.988402582,0.05734492,0.908806846,0.892553566,0.346789368,0.592276662,0.684396092,0.325666358,0.004663633,0.633270426,0.60312288,0.160246484,0.875934456,0.478219307,0.234016195,0.540608424,0.475916806,0.792081614,0.724127837,0.012035866,0.714747624,0.730438788,0.958434989,0.46310155,0.265926508,0.246934387,0.126725348,0.976130641,0.862325344,0.358390437,0.154445897,0.890803464,0.292206513,0.501443278,0.291682109,0.890983483,0.312601079,0.23572523,0.737958407,0.681082187,0.759995852,0.652574983,0.348981241,0.069134008,0.499118366,0.69340095,0.219089303,0.095339439,247.9825221
60,const.,0.295185613,0.154043172,0.078088957,0.344160833,0.494775142,0.814042817,0.918753123,0.968778344,0.176686613,0.633892856,0.448565036,0.410559486,0.073972748,0.446405859,0.507209825,0.070556935,0.182922259,0.84731935,0.365935505,0.730988387,0.765697733,0.885873684,0.1324641,0.60721112,0.000208657,0.856522841,0.154655325,0.824580222,0.391394775,0.348260886,0.742323129,0.435991357,0.144562486,0.903584278,0.61334462,0.608706845,0.044390969,0.939345779,0.090425338,0.79903046,0.800172559,0.087415597,0.853826463,0.651884337,0.350884143,0.289635602,0.024475403,0.69250562,0.020710333,0.047140063,0.110275522,0.254265245,0.632032306,0.042010552,0.85819724,0.695944261,0.971866914,0.431578844,0.308053711,0.132632603,0.824193283,0.553109481,0.567623236,0.136621474,0.626026099,0.022587669,0.015971076,0.370033397,0.920753836,0.859933072,0.795202535,0.403624923,0.212930525,0.812395865,0.196765813,0.526022755,0.052444321,0.825585157,0.516154617,0.529948621,0.188690285,0.297094244,0.580726285,0.71322675,0.097871699,0.179977365,0.029418333,0.666133096,0.713269284,0.545847596,0.042522706,0.56482611,0.843598983,0.353710517,0.660832421,0.963652399,0.367257504,0.473929786,0.738463057,0.554614157,234.2525756
61,const.,0.88180304,0.133977854,0.590555955,0.757610237,0.373243922,0.792975053,0.662976625,0.433188636,0.220052635,0.099421199,0.84958175,0.270350078,0.044478435,0.429081145,0.775001271,0.905240203,0.385111128,0.682673701,0.577408909,0.688956202,0.642861844,0.530121792,0.672506569,0.347651143,0.774604956,0.302925301,0.225559229,0.888374547,0.414423838,0.376986345,0.053497943,0.807080855,0.207031037,4.10E-05,0.54883617,0.134691328,0.080460281,0.131352039,0.585787731,0.003833654,0.380720742,0.714051314,0.604629044,0.017168552,0.354545763,0.204985639,0.602457141,0.094809021,0.222374279,0.411862114,0.015132735,0.100769448,0.725180931,0.839889898,0.113586941,0.283479252,0.880744394,0.827989175,0.429191763,0.456822208,0.73895778,0.559806861,0.928299154,0.497228636,0.819611399,0.085613715,0.013623036,0.925466722,0.690280094,0.059880018,0.846782018,0.730851121,0.499151775,0.793510098,0.195943627,0.6587416,0.659051916,0.875305597,0.41589445,0.997773388,0.8331593,0.568019778,0.597450358,0.996817344,0.68452189,0.795521798,0.277646803,0.420109994,0.529228418,0.770725426,0.680868304,0.263065277,0.316078525,0.744089711,0.038439605,0.766973723,0.232885189,0.273138602,0.004023149,0.775703093,245.6147259
62,const.,0.215528346,0.233015717,0.273268155,0.744535101,0.391900476,0.179870517,0.875387702,0.407287576,0.518009046,0.238247065,0.926622392,0.097664955,0.403865571,0.126860757,0.726003865,0.67813184,0.164645914,0.818607562,0.601576524,0.44951103,0.179239896,0.433811923,0.805715539,0.747280167,0.633959013,0.904617653,0.5315429,0.521424639,0.264852395,0.447046003,0.392136971,0.80019134,0.844488387,0.597485166,0.122434843,0.555346757,0.508641337,0.682398233,0.433712555,0.53211219,0.242915072,0.053653777,0.027636677,0.950827849,0.605359078,0.708559444,0.75503436,0.706008074,0.640069175,0.687764398,0.379184157,0.92533998,0.631307904,0.923391991,0.795742832,0.787064128,0.433350599,0.45648732,0.586395448,0.256462044,0.072388743,0.608553459,0.284656133,0.057562648,0.784518812,0.600853771,0.344179589,0.936071703,0.188720888,0.61432239,0.40140536,0.610027007,0.300625033,0.6887565,0.337573941,0.447232028,0.727699311,0.06730752,0.576289432,0.156211176,0.004966298,0.97752912,0.686758603,0.746796359,0.056370545,0.124879806,0.844765206,0.77810841,0.79897379,0.66916456,0.765203039,0.510625726,0.150610093,0.915196495,0.845829894,0.106601689,0.495328412,0.732612059,0.882125258,0.184481142,258.2170714
63,const.,0.038115192,0.417917903,0.91764873,0.650956833,0.296796215,0.965764283,0.510240496,0.706126028,0.958471333,0.0957607,0.787916148,0.571064324,0.800016137,0.232318226,0.531683629,0.636556558,0.042953209,0.339691012,0.790863488,0.885954927,0.330014751,0.484821175,0.857811085,0.602053672,0.570669821,0.05551372,0.664756931,0.094553558,0.785827485,0.993573221,0.958435343,0.776753378,0.266639709,0.45776752,0.670502169,0.255153551,0.88708142,0.233717297,0.490397904,0.794594086,0.577277277,0.831100958,0.419701847,0.133254867,0.460855399,0.725224677,0.084359428,0.407716731,0.884728422,0.260465834,0.062183493,0.102133488,0.770895445,0.448161668,0.339622058,0.359593029,0.240665316,0.037688997,0.939994274,0.339818322,0.281610276,0.176286777,0.464859771,0.408407314,0.108206097,0.372298188,0.559729402,0.013337271,0.323593453,0.14116696,0.38590255,0.396005987,0.014482656,0.499773836,0.492477005,0.005540523,0.442317506,0.468818982,0.993333453,0.120629456,0.575128885,0.20702785,0.457407644,0.25324522,0.852954992,0.957731292,0.668010222,0.26460387,0.91991699,0.365231033,0.711178232,0.639929955,0.02073793,0.688180369,0.616907113,0.118519622,0.631987197,0.835612123,0.758487228,0.20103908,241.227545
64,const.,0.213892116,0.377604875,0.771218849,0.789960186,0.359631135,0.767931981,0.765531645,0.821663085,0.112396554,0.718359265,0.535581334,0.592956382,0.739741574,0.066022423,0.513677964,0.168329521,0.745321346,0.501707606,0.710051796,0.51623362,0.161774315,0.678195565,0.651293819,0.028093334,0.58133189,0.42742615,0.70291741,0.320801799,0.925719962,0.528467112,0.320526062,0.806730279,0.447041089,0.930978376,0.911300295,0.616470197,0.760828727,0.255142385,0.063629715,0.62121557,0.507463694,0.187192701,0.1510305,0.119225154,0.859676399,0.43321229,0.453900022,0.155666695,0.379411584,0.540988007,0.622995813,0.628829531,0.612415654,0.316990726,0.790887484,0.532103095,0.327771691,0.81461035,0.081082801,0.221420553,0.99125944,0.555643249,0.870437519,0.470431742,0.246060972,0.667649135,0.753356247,0.343941516,0.533119034,0.543536747,0.72545101,0.988673506,0.162378417,0.956575971,0.377251221,0.773122037,0.267498964,0.958266411,0.435113054,0.066319612,0.478862412,0.886029865,0.669601693,0.843836707,0.642361284,0.484880893,0.370288574,0.62740499,0.491943478,0.364479146,0.256362218,0.392228409,0.409205706,0.226879579,0.903538896,0.119961901,0.495904836,0.459591487,0.22418984,0.554448964,259.2632937
65,const.,0.973639062,0.188555262,0.01002395,0.646079923,0.805210892,0.527842103,0.859861891,0.880525254,0.782399628,0.33319181,0.187400237,0.699930338,0.63125777,0.870008111,0.071448178,0.214170007,0.953586528,0.632460949,0.629065258,0.439015502,0.756680061,0.36707763,0.595700875,0.970494193,0.142171695,0.074669619,0.924468167,0.599887627,0.316288586,0.922267386,0.227910169,0.717494727,0.297935283,0.083998034,0.506048428,0.598886806,0.248670884,0.822803268,0.799762572,0.758159853,0.551533061,0.684080609,0.837550927,0.438745192,0.459805976,0.945332376,0.636956386,0.557352676,0.247229176,0.573195941,0.945003981,0.443461582,0.851616409,0.094937504,0.395796708,0.035396456,0.170054261,0.057727892,0.585121748,0.799895928,0.562313386,0.159815518,0.04030832,0.799785395,0.752527531,0.41119424,0.421094228,0.884030047,0.413386938,0.832682914,0.499921243,0.851048572,0.747842518,0.033936286,0.562727137,0.744631579,0.416212546,0.72555854,0.80361138,0.426761332,0.295329637,0.252955641,0.488629694,0.106799466,0.359576712,0.277627171,0.594511831,0.698192693,0.942103918,0.012386214,0.222588972,0.314287944,0.072974929,0.244434655,0.867382278,0.930560238,0.845826756,0.608689927,0.263742633,0.746121233,263.0597775
